id_entidad,periodo,target,var_score_riesgo,var_ratio_endeudamiento,var_meses_antiguedad,var_utilizacion_linea,var_n_atrasos_12m,var_monto_deuda,var_ingreso_estimado,var_no_monotona,var_fija_entidad,var_inestable_tiempo,cat_sector,cat_region,cat_segmento,cat_alta_cardinalidad,var_constante,var_casi_constante,var_cv_bajo,var_muchos_ceros,var_muchos_nulos,var_ruido_1,var_ruido_2,var_ruido_3,var_ruido_4,var_ruido_5,var_clon_score,var_combinacion_lineal,var_fuga,var_texto_numerico
ENT_0001,2023-01,0,563.7927394394794,0.4226424217148337,29.066299801731773,0.3840289685958181,0,27175.688236538303,350317.3360749583,-0.5967908451763992,120.04516130736886,0.2433851727910162,SERVICIOS,CENTRO,PREMIUM,SUC_147,7.0,1,999999.9993550202,0.0,,-1.23451081742956,0.3612228563438998,0.9492531116936458,-1.3406519185504169,2.876535952282952,573.1722336949273,0.401630342124311,-0.2342973148795959,27.18
ENT_0001,2023-02,0,569.2024272016898,0.3110971394341611,30.066299801731773,0.6754104385194502,0,9092.40677984631,310876.9718526898,1.7724731291386195,120.04516130736886,0.04211893979799636,SERVICIOS,CENTRO,PREMIUM,SUC_001,7.0,1,999999.99201571,0.0,,-0.84441737882366,2.064742098809321,-0.38488134419527037,-0.17603986470510852,1.3822584123703594,581.6782226987616,0.4500188258917372,-0.11659178888203264,9.09
ENT_0001,2023-03,0,580.7962366707013,0.48445324323976857,31.066299801731773,0.3140184606186043,0,11348.169543325426,330307.78689231985,-0.20370358188847748,120.04516130736886,0.7080330643332757,SERVICIOS,CENTRO,PREMIUM,SUC_026,7.0,1,999999.9997329941,0.0,,0.1271815608728267,-0.06810393640527888,-0.7071022346895677,1.267265706562934,2.3372937326007714,592.0998764781411,0.43711880920493434,-0.021961330729517184,11.35
ENT_0001,2023-04,0,546.4394954796516,0.4343520910221577,32.06629980173177,0.7074731110554591,0,10768.392350527043,,1.0299954855499358,120.04516130736886,0.5956769660165108,SERVICIOS,NORTE,PREMIUM,SUC_098,7.0,1,1000000.0084692148,0.0,,1.9587336768195003,-0.5862807418872101,-1.0627031336243382,0.15988370811996683,-1.064796244363098,556.6392123535333,0.5417633734594273,0.19292849437942383,10.77
ENT_0001,2023-05,0,565.3122061785687,0.4068961055671439,33.06629980173177,0.2816619722804424,2,26382.146344712564,328202.1659889703,-1.261764870279438,120.04516130736886,1.6959373523337957,SERVICIOS,CENTRO,PREMIUM,SUC_144,7.0,1,1000000.0057376578,0.0,67.97977833116099,0.44185308765897624,-0.886419888079003,0.17468889796423873,-0.10274276730501172,1.255060529598302,575.9850635168788,0.346176672546618,0.22357880298042973,26.38
ENT_0001,2023-06,0,541.6370549873814,0.5071164156294228,34.06629980173177,0.4407984800111638,2,24970.963199941314,319917.35758665315,0.684006849452033,120.04516130736886,3.1000740861742475,SERVICIOS,CENTRO,PREMIUM,SUC_045,7.0,1,1000000.0075894584,0.0,,0.22458254592299706,0.22308800560618539,-0.5808676574689903,1.5339981154300448,0.5483863838965876,554.7795836891805,0.46334647261710404,0.007023720103457656,24.97
ENT_0001,2023-07,0,541.3444706020626,0.45314459576740745,35.06629980173177,0.6275658924209,6,27979.49454173237,292493.77578106395,1.0648696119096495,120.04516130736886,5.128189146990249,SERVICIOS,NORTE,PREMIUM,SUC_131,7.0,1,1000000.0011598098,0.0,,-0.3858673455671795,-0.39991810517172266,-0.21297565190549642,-0.3303876467993351,1.3172136516340542,552.4072986720847,0.5276250133426561,-0.1148806736070906,27.98
ENT_0001,2023-08,0,561.0210008358677,0.39325278056239776,36.06629980173177,0.5109844426402792,1,11088.745527957497,425561.6468861374,0.26589796929084575,120.04516130736886,1.9457548869939771,SERVICIOS,NORTE,PREMIUM,SUC_138,7.0,1,999999.9627891908,0.0,,-1.0301108702122035,-0.5283756684025737,0.4471318711002238,0.7061604019000783,1.2433371314006232,572.5102166154294,0.4402438164809298,0.08293854525020875,11.09
ENT_0001,2023-09,0,486.45651550891193,0.61419575415727,37.06629980173177,0.3529661994994654,2,28996.044963822987,219860.72655322336,1.0758981091174606,120.04516130736886,4.866761730979443,SERVICIOS,CENTRO,PREMIUM,SUC_110,7.0,1,1000000.0000129506,0.0,,-0.8641223723240865,0.014584939790745223,0.8878284790928973,0.31858841822903405,0.34775981939467804,499.33998996287437,0.5206385054907411,-0.08444300113575097,29.0
ENT_0001,2023-10,0,499.87121658339686,0.49363895335342844,38.06629980173177,0.5621147944460059,0,11046.305656229752,371406.2983035453,-0.7072801615477873,120.04516130736886,4.432805249311635,SERVICIOS,CENTRO,PREMIUM,SUC_119,7.0,1,999999.9725170846,0.0,,-0.7932165566336273,-0.8004908523539012,0.14921738105476745,1.465781475221001,-0.3889832793024909,509.6695967207876,0.5219481347156271,0.2182481738519449,11.05
ENT_0001,2023-11,1,491.2283898491953,0.4991521100420424,39.06629980173177,0.518983936966944,1,11248.441193622077,254565.54135890398,0.47252610645035154,120.04516130736886,2.8987636416631144,SERVICIOS,SUR,PREMIUM,SUC_037,7.0,1,999999.9839027867,0.0,,1.1253756667953245,-0.028359836837271675,-0.8638874515255054,0.8027653973402556,-1.0056776982092879,502.42119522657276,0.5105450356702975,0.6799049431977113,11.25
ENT_0001,2023-12,0,465.94262178905825,0.4864917123346563,40.06629980173177,0.485017621337849,1,11535.298449133052,260267.51270318104,-1.5207313358925463,120.04516130736886,4.852305141917208,SERVICIOS,SUR,PREMIUM,SUC_106,7.0,1,999999.9842009335,0.0,,1.2309022333933102,-0.8949691571199675,-0.8934940369812422,0.3178734510524263,0.2066992912882105,476.09007281646234,0.49781892077760437,0.35366817307403847,11.54
ENT_0001,2024-01,0,503.32641378138646,0.6074466761178289,41.06629980173177,0.4360727410569374,2,11725.890076345677,,0.14856401636092711,120.04516130736886,5.218010204724977,SERVICIOS,CENTRO,PREMIUM,SUC_028,7.0,1,1000000.009735505,0.0,,0.9810178550540479,1.0801100250242694,-1.2421964744202019,-1.507280499941214,-1.1770550997019003,513.1164401362576,0.542765457983115,0.059612621698495454,11.73
ENT_0001,2024-02,0,535.0188722784594,0.4981075787858548,42.06629980173177,0.5067906960072143,1,15164.922172105673,386571.59108896216,-0.792900478711353,120.04516130736886,5.848381911655823,SERVICIOS,CENTRO,PREMIUM,SUC_096,7.0,1,999999.9625329501,0.0,,-0.5584176745457632,-1.31821233461756,1.277934166243464,-0.0006828896189432784,0.19201723651399977,545.7686210331954,0.5006098749882916,-0.06876023518738625,15.16
ENT_0001,2024-03,0,505.1609231257015,0.43670048423898533,43.06629980173177,0.44111282251660366,2,10831.15801634021,170506.77237493263,-0.06875982682960331,120.04516130736886,7.347780084792182,SERVICIOS,CENTRO,PREMIUM,SUC_162,7.0,1,999999.9943111335,0.0,,-0.06447363522352703,-0.6221377872384292,-0.10326923528340326,1.8144250567478233,1.1870872261791945,515.6714071976518,0.44305400084824115,0.1696251267605046,10.83
ENT_0001,2024-04,1,513.2277768338122,0.5073416380230792,44.06629980173177,0.8030873362127853,2,17531.061834960856,353073.265454538,1.3792414049681627,120.04516130736886,8.724875440510818,SERVICIOS,SUR,PREMIUM,SUC_046,7.0,1,999999.9963792076,0.0,,2.926169625993807,1.7781830898896553,1.0110353891420822,1.742549050245539,-0.3837183770152119,521.9197279047021,0.6375461893560486,0.9508437831767423,17.53
ENT_0001,2024-05,0,531.5134622030357,0.6577232963876332,45.06629980173177,0.4821413577328736,1,4882.267866982084,340257.12705034576,1.7378352925576575,120.04516130736886,8.495074961567486,SERVICIOS,CENTRO,PREMIUM,SUC_148,7.0,1,1000000.013770723,0.0,61.73604231941462,0.7019376427664938,-0.629228928302411,1.4748468314770753,-0.44119629525671217,-1.212629634843898,542.4521425897,0.591174613355679,0.1241559301380909,4.88
ENT_0001,2024-06,0,533.4751780919581,0.6330983256577959,46.06629980173177,0.4660925814925931,0,17505.31892659568,250890.5299105296,-1.282397745912756,120.04516130736886,7.862808417688208,SERVICIOS,CENTRO,PREMIUM,SUC_117,7.0,1,1000000.000248849,0.0,,-0.3375859477291433,-0.5807089858617074,-1.2501411616231999,0.20169994279209646,1.2279168987295954,545.6599703138997,0.5734694796734998,0.07487635347911567,17.51
ENT_0002,2023-01,0,485.8725052574168,0.1449517651905205,6.584253110146822,0.17700684129336622,1,4617.70391373202,496162.7759987051,1.2452742424817556,101.06348173157342,0.3239072507515932,AGRO,CENTRO,PREFERENTE,SUC_104,7.0,1,1000000.0091774877,0.0,52.11304248424413,-1.0447247345732493,-0.2562617052457784,1.8639634074727118,-1.4192402853419928,-1.1338485358497414,494.94415990442474,0.1458410327479433,0.05882118222031321,4.62
ENT_0002,2023-02,0,517.4406008648052,0.268930720791544,7.584253110146822,0.4552372798924841,1,5579.062828359081,326446.2265534981,1.399122519362083,101.06348173157342,2.5289550761332618,AGRO,CENTRO,PREFERENTE,SUC_142,7.0,1,1000000.0005620879,0.0,,0.7481158037967298,0.7842261933441134,0.9131186112214277,0.7270775148235977,-0.4058064673275161,528.069791809378,0.33260478966745366,0.20858422811896313,5.58
ENT_0002,2023-03,0,481.90412008642295,0.23515881689424256,8.584253110146822,0.0453151534044329,2,5640.0112791380525,463641.32698051474,0.3246534695688573,101.06348173157342,-0.15871067838741648,AGRO,CENTRO,PREFERENTE,SUC_111,7.0,1,1000000.0324718206,0.0,,0.3245692078953612,-1.6050317934482325,0.808175550839687,-1.025425343011736,-0.49101476838300195,492.3452419427834,0.16449100769025268,-0.10476968705728705,5.64
ENT_0002,2023-04,0,454.66599802988367,0.1741416054222883,9.584253110146822,0.285135069379831,0,11526.871637576274,322771.30633744434,1.3579502847092044,101.06348173157342,2.5920807286925482,AGRO,SUR,PREFERENTE,SUC_070,7.0,1,999999.9896002337,0.0,,-0.7772246639586763,0.38408209020311634,0.7871990878743066,-0.06775820187629993,0.11195479995683565,463.8792721962944,0.2075641697470136,0.19200226334504514,11.53
ENT_0002,2023-05,0,456.74094482060184,0.1911891710196352,10.584253110146822,0.21328838212673235,0,9462.380051782678,868998.4509319904,-0.4149774036625981,101.06348173157342,0.6527224702870962,AGRO,CENTRO,PREFERENTE,SUC_028,7.0,1,1000000.0449140383,0.0,,0.6127135454426876,-1.5427199714297488,0.9659120312129285,0.8710884546697872,0.06454914743525429,464.51094636941264,0.20127000510421617,-0.07758779584803549,9.46
